Date,Low,Open,Volume,High,Close,Adjusted Close
25-06-2008,2400.0,2400.0,0,2400.0,2400.0,-0.0109301023185253
26-06-2008,2400.0,2400.0,0,2400.0,2400.0,-0.0109301023185253
27-06-2008,2050.0,2050.0,0,2050.0,2050.0,-0.0093361288309097
30-06-2008,2075.0,2075.0,200,2125.0,2075.0,-0.0094499858096241
01-07-2008,1900.0,1900.0,0,1900.0,1900.0,-0.0086529972031712
02-07-2008,1900.0,1900.0,0,1900.0,1900.0,-0.0086529972031712
03-07-2008,1900.0,2075.0,200,2075.0,2075.0,-0.0094499858096241
07-07-2008,1900.0,2000.0,200,2005.0,2000.0,-0.0091084204614162
08-07-2008,2000.0,2000.0,0,2000.0,2000.0,-0.0091084204614162
09-07-2008,2000.0,2000.0,0,2000.0,2000.0,-0.0091084204614162
10-07-2008,1775.0,1775.0,0,1775.0,1775.0,-0.0080837216228246
11-07-2008,1700.0,1700.0,200,1700.0,1700.0,-0.0077421572059392
14-07-2008,1750.0,1750.0,200,1750.0,1750.0,-0.0079698665067553
15-07-2008,1750.0,1750.0,200,1980.0,1750.0,-0.0079698665067553
16-07-2008,1800.0,1800.0,0,1800.0,1800.0,-0.0081975748762488
17-07-2008,1800.0,1800.0,0,1800.0,1800.0,-0.0081975748762488
18-07-2008,1750.0,1750.0,200,1925.0,1750.0,-0.0079698665067553
21-07-2008,1750.0,1750.0,0,1750.0,1750.0,-0.0079698665067553
22-07-2008,1800.0,1800.0,200,1800.0,1800.0,-0.0081975748762488
23-07-2008,1800.0,1800.0,0,1800.0,1800.0,-0.0081975748762488
24-07-2008,1800.0,1800.0,0,1800.0,1800.0,-0.0081975748762488
25-07-2008,1800.0,1800.0,0,1800.0,1800.0,-0.0081975748762488
28-07-2008,1800.0,1800.0,0,1800.0,1800.0,-0.0081975748762488
29-07-2008,2117.5,2117.5,200,2117.5,2117.5,-0.0096435379236936
30-07-2008,2117.5,2117.5,0,2117.5,2117.5,-0.0096435379236936
31-07-2008,2117.5,2117.5,0,2117.5,2117.5,-0.0096435379236936
01-08-2008,2000.0,2000.0,200,2110.0,2000.0,-0.0091084204614162
04-08-2008,1937.5,1937.5,200,1937.5,1937.5,-0.0088237803429365
05-08-2008,1965.0,1965.0,0,1965.0,1965.0,-0.008949021808803
06-08-2008,1965.0,1965.0,0,1965.0,1965.0,-0.008949021808803
07-08-2008,1965.0,1965.0,0,1965.0,1965.0,-0.008949021808803
08-08-2008,1965.0,1965.0,0,1965.0,1965.0,-0.008949021808803
11-08-2008,2000.0,2000.0,200,2000.0,2000.0,-0.0091084204614162
12-08-2008,2000.0,2000.0,0,2000.0,2000.0,-0.0091084204614162
13-08-2008,2000.0,2000.0,0,2000.0,2000.0,-0.0091084204614162
14-08-2008,1700.0,1700.0,0,1700.0,1700.0,-0.0077421572059392
15-08-2008,1700.0,1700.0,0,1700.0,1700.0,-0.0077421572059392
18-08-2008,1700.0,1700.0,0,1700.0,1700.0,-0.0077421572059392
19-08-2008,1700.0,1700.0,0,1700.0,1700.0,-0.0077421572059392
20-08-2008,1700.0,1700.0,0,1700.0,1700.0,-0.0077421572059392
21-08-2008,1700.0,1700.0,200,1700.0,1700.0,-0.0077421572059392
22-08-2008,1700.0,1700.0,0,1700.0,1700.0,-0.0077421572059392
25-08-2008,1700.0,1700.0,0,1700.0,1700.0,-0.0077421572059392
26-08-2008,1700.0,1700.0,0,1700.0,1700.0,-0.0077421572059392
27-08-2008,1500.0,1500.0,200,1500.0,1500.0,-0.0068313148804008
28-08-2008,1500.0,1500.0,200,1500.0,1500.0,-0.0068313148804008
29-08-2008,1725.0,1725.0,0,1725.0,1725.0,-0.0078560123220086
02-09-2008,1725.0,1725.0,0,1725.0,1725.0,-0.0078560123220086
03-09-2008,1670.0,1670.0,0,1670.0,1670.0,-0.0076055298559367
04-09-2008,1670.0,1670.0,0,1670.0,1670.0,-0.0076055298559367
05-09-2008,1450.0,1450.0,600,1450.0,1450.0,-0.0066036037169396
08-09-2008,1500.0,1500.0,600,1625.0,1500.0,-0.0068313148804008
09-09-2008,1500.0,1500.0,200,1500.0,1500.0,-0.0068313148804008
10-09-2008,1300.0,1300.0,200,1300.0,1300.0,-0.0059204725548624
11-09-2008,1250.0,1250.0,200,1275.0,1250.0,-0.0056927618570625
12-09-2008,1250.0,1250.0,200,1250.0,1250.0,-0.0056927618570625
15-09-2008,1250.0,1250.0,0,1250.0,1250.0,-0.0056927618570625
16-09-2008,1250.0,1250.0,200,1300.0,1250.0,-0.0056927618570625
17-09-2008,1250.0,1250.0,200,1356.2750244140625,1250.0,-0.0056927618570625
18-09-2008,1250.0,1250.0,200,1250.0,1250.0,-0.0056927618570625
19-09-2008,1300.0,1300.0,200,1300.0,1300.0,-0.0059204725548624
22-09-2008,1300.0,1300.0,0,1300.0,1300.0,-0.0059204725548624
