Date,Low,Open,Volume,High,Close,Adjusted Close
24-06-2008,1.899999976158142,1.899999976158142,0,1.899999976158142,1.899999976158142,1.4522308111190796
25-06-2008,1.7999999523162842,1.7999999523162842,100,1.7999999523162842,1.7999999523162842,1.3757977485656738
26-06-2008,2.0,2.0,1000,2.0,2.0,1.528664231300354
27-06-2008,2.0,2.0,0,2.0,2.0,1.528664231300354
30-06-2008,2.0999999046325684,2.0999999046325684,2200,2.200000047683716,2.0999999046325684,1.6050972938537598
01-07-2008,2.0999999046325684,2.0999999046325684,0,2.0999999046325684,2.0999999046325684,1.6050972938537598
02-07-2008,2.0,2.0,1040,2.0,2.0,1.528664231300354
03-07-2008,2.0,2.0,0,2.0,2.0,1.528664231300354
07-07-2008,1.899999976158142,1.899999976158142,300,2.299999952316284,1.899999976158142,1.4522308111190796
08-07-2008,1.7999999523162842,1.899999976158142,1040,1.899999976158142,1.899999976158142,1.4522308111190796
09-07-2008,2.0,2.0,300,2.0,2.0,1.528664231300354
10-07-2008,2.0999999046325684,2.0999999046325684,100,2.0999999046325684,2.0999999046325684,1.6050972938537598
11-07-2008,2.0,2.0,200,2.0,2.0,1.528664231300354
14-07-2008,2.0,2.0,0,2.0,2.0,1.528664231300354
15-07-2008,2.0,2.0,0,2.0,2.0,1.528664231300354
16-07-2008,2.0,2.0,0,2.0,2.0,1.528664231300354
17-07-2008,2.0,2.0,0,2.0,2.0,1.528664231300354
18-07-2008,2.0,2.0,0,2.0,2.0,1.528664231300354
21-07-2008,1.7000000476837158,1.7000000476837158,210,1.7000000476837158,1.7000000476837158,1.2993648052215576
22-07-2008,2.200000047683716,2.200000047683716,1000,2.200000047683716,2.200000047683716,1.6815307140350342
23-07-2008,2.200000047683716,2.200000047683716,0,2.200000047683716,2.200000047683716,1.6815307140350342
24-07-2008,2.200000047683716,2.200000047683716,0,2.200000047683716,2.200000047683716,1.6815307140350342
25-07-2008,2.200000047683716,2.200000047683716,0,2.200000047683716,2.200000047683716,1.6815307140350342
28-07-2008,2.200000047683716,2.200000047683716,0,2.200000047683716,2.200000047683716,1.6815307140350342
29-07-2008,2.200000047683716,2.200000047683716,0,2.200000047683716,2.200000047683716,1.6815307140350342
30-07-2008,2.200000047683716,2.200000047683716,1000,2.200000047683716,2.200000047683716,1.6815307140350342
31-07-2008,2.200000047683716,2.200000047683716,0,2.200000047683716,2.200000047683716,1.6815307140350342
01-08-2008,2.200000047683716,2.200000047683716,0,2.200000047683716,2.200000047683716,1.6815307140350342
