Date,Low,Open,Volume,High,Close,Adjusted Close
19-07-1999,30.5,30.5,1600,30.5,30.5,23.08930397033691
20-07-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
21-07-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
22-07-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
23-07-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
26-07-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
27-07-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
28-07-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
29-07-1999,30.5,30.5,800,30.5,30.5,23.08930397033691
30-07-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
02-08-1999,31.0,31.0,400,31.0,31.0,23.467817306518555
03-08-1999,31.0,31.0,0,31.0,31.0,23.467817306518555
04-08-1999,31.0,31.0,0,31.0,31.0,23.467817306518555
05-08-1999,31.0,31.0,0,31.0,31.0,23.467817306518555
06-08-1999,31.0,31.0,0,31.0,31.0,23.467817306518555
09-08-1999,31.0,31.0,0,31.0,31.0,23.467817306518555
10-08-1999,31.0,31.0,0,31.0,31.0,23.467817306518555
11-08-1999,31.0,31.0,0,31.0,31.0,23.467817306518555
12-08-1999,31.0,31.0,0,31.0,31.0,23.467817306518555
13-08-1999,30.5,30.5,4600,30.5,30.5,23.08930397033691
16-08-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
17-08-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
18-08-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
19-08-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
20-08-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
23-08-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
24-08-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
25-08-1999,30.5,30.5,1000,30.5,30.5,23.08930397033691
26-08-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
27-08-1999,30.5,30.5,1000,30.5,30.5,23.08930397033691
30-08-1999,30.5,30.5,0,30.5,30.5,23.08930397033691
