Date,Low,Open,Volume,High,Close,Adjusted Close
19-04-2010,0.800000011920929,0.800000011920929,205100,1.9900000095367432,1.950000047683716,1.950000047683716
20-04-2010,0.800000011920929,0.800000011920929,141912,2.0999999046325684,2.0899999141693115,2.0899999141693115
21-04-2010,0.800000011920929,0.800000011920929,21100,2.1500000953674316,2.1500000953674316,2.1500000953674316
22-04-2010,0.800000011920929,0.800000011920929,67796,2.4000000953674316,2.3499999046325684,2.3499999046325684
23-04-2010,0.800000011920929,0.800000011920929,108441,2.4800000190734863,2.450000047683716,2.450000047683716
26-04-2010,0.800000011920929,0.800000011920929,46754,2.700000047683716,2.5,2.5
27-04-2010,0.800000011920929,0.800000011920929,154280,2.9000000953674316,2.75,2.75
28-04-2010,0.800000011920929,0.800000011920929,48100,2.8499999046325684,2.799999952316284,2.799999952316284
29-04-2010,0.800000011920929,0.800000011920929,10290,2.8499999046325684,2.8499999046325684,2.8499999046325684
30-04-2010,0.800000011920929,0.800000011920929,42264,2.799999952316284,2.5399999618530273,2.5399999618530273
03-05-2010,0.800000011920929,0.800000011920929,9550,2.5299999713897705,2.4000000953674316,2.4000000953674316
04-05-2010,0.800000011920929,0.800000011920929,5350,2.700000047683716,2.299999952316284,2.299999952316284
05-05-2010,0.800000011920929,0.800000011920929,31820,2.5,2.4700000286102295,2.4700000286102295
06-05-2010,0.800000011920929,0.800000011920929,15068,2.4600000381469727,2.200000047683716,2.200000047683716
07-05-2010,0.800000011920929,0.800000011920929,43014,2.200000047683716,2.0399999618530273,2.0399999618530273
10-05-2010,0.800000011920929,0.800000011920929,38026,2.200000047683716,2.0999999046325684,2.0999999046325684
11-05-2010,0.800000011920929,0.800000011920929,14712,2.200000047683716,2.200000047683716,2.200000047683716
12-05-2010,0.800000011920929,0.800000011920929,9500,2.200000047683716,2.180000066757202,2.180000066757202
13-05-2010,0.800000011920929,0.800000011920929,10975,2.5,2.5,2.5
14-05-2010,0.800000011920929,0.800000011920929,31878,2.450000047683716,2.0,2.0
17-05-2010,0.800000011920929,0.800000011920929,7045,2.3499999046325684,2.299999952316284,2.299999952316284
18-05-2010,0.800000011920929,0.800000011920929,84620,2.450000047683716,2.1500000953674316,2.1500000953674316
19-05-2010,0.800000011920929,0.800000011920929,6170,2.299999952316284,2.299999952316284,2.299999952316284
20-05-2010,0.800000011920929,0.800000011920929,48624,2.299999952316284,1.899999976158142,1.899999976158142
21-05-2010,0.800000011920929,0.800000011920929,10325,2.200000047683716,2.200000047683716,2.200000047683716
24-05-2010,2.200000047683716,2.200000047683716,0,2.200000047683716,2.200000047683716,2.200000047683716
25-05-2010,0.800000011920929,0.800000011920929,4850,2.180000066757202,2.1500000953674316,2.1500000953674316
26-05-2010,0.800000011920929,0.800000011920929,12200,2.450000047683716,2.299999952316284,2.299999952316284
27-05-2010,0.800000011920929,0.800000011920929,15750,2.299999952316284,2.299999952316284,2.299999952316284
28-05-2010,0.800000011920929,0.800000011920929,2660,2.299999952316284,2.299999952316284,2.299999952316284
01-06-2010,2.299999952316284,2.299999952316284,0,2.299999952316284,2.299999952316284,2.299999952316284
02-06-2010,0.800000011920929,0.800000011920929,65900,2.4000000953674316,2.3499999046325684,2.3499999046325684
03-06-2010,0.800000011920929,0.800000011920929,28300,2.3499999046325684,2.3499999046325684,2.3499999046325684
04-06-2010,0.800000011920929,0.800000011920929,24868,2.3399999141693115,2.2799999713897705,2.2799999713897705
